Predicted Values,Actual Values
talk.politics.mideast,misc.forsale
misc.forsale,misc.forsale
talk.politics.misc,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
sci.crypt,misc.forsale
misc.forsale,misc.forsale
talk.politics.misc,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
comp.sys.ibm.pc.hardware,misc.forsale
misc.forsale,misc.forsale
sci.med,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
comp.sys.ibm.pc.hardware,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
talk.politics.mideast,misc.forsale
comp.os.ms-windows.misc,misc.forsale
comp.os.ms-windows.misc,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
sci.electronics,misc.forsale
comp.graphics,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
sci.med,misc.forsale
comp.os.ms-windows.misc,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
talk.politics.misc,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
comp.graphics,misc.forsale
comp.sys.ibm.pc.hardware,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
comp.os.ms-windows.misc,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
sci.crypt,misc.forsale
soc.religion.christian,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
comp.os.ms-windows.misc,misc.forsale
comp.os.ms-windows.misc,misc.forsale
sci.space,misc.forsale
misc.forsale,misc.forsale
sci.med,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
comp.windows.x,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
sci.space,misc.forsale
comp.os.ms-windows.misc,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
misc.forsale,misc.forsale
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
sci.space,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
soc.religion.christian,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
soc.religion.christian,rec.autos
comp.os.ms-windows.misc,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
misc.forsale,rec.autos
misc.forsale,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
sci.crypt,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
comp.windows.x,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
comp.os.ms-windows.misc,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
sci.med,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.autos,rec.autos
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
talk.politics.mideast,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
sci.med,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
comp.windows.x,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
sci.electronics,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.autos,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
comp.os.ms-windows.misc,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
comp.windows.x,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.motorcycles,rec.motorcycles
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.hockey,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
talk.religion.misc,rec.sport.baseball
sci.med,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.hockey,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
talk.politics.mideast,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
talk.politics.misc,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
talk.politics.misc,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
talk.politics.misc,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
talk.politics.misc,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
talk.religion.misc,rec.sport.baseball
talk.politics.mideast,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
talk.politics.mideast,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
talk.politics.misc,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
sci.crypt,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
rec.sport.baseball,rec.sport.baseball
alt.atheism,rec.sport.baseball
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
soc.religion.christian,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
misc.forsale,rec.sport.hockey
sci.med,rec.sport.hockey
sci.space,rec.sport.hockey
sci.med,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
soc.religion.christian,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
talk.politics.guns,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
misc.forsale,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
comp.os.ms-windows.misc,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
misc.forsale,rec.sport.hockey
misc.forsale,rec.sport.hockey
soc.religion.christian,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
talk.religion.misc,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
talk.politics.mideast,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
talk.politics.misc,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
talk.politics.mideast,rec.sport.hockey
talk.politics.mideast,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
talk.politics.mideast,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
talk.politics.guns,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
soc.religion.christian,rec.sport.hockey
comp.graphics,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
talk.politics.misc,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
talk.politics.misc,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
rec.sport.hockey,rec.sport.hockey
sci.crypt,sci.crypt
sci.crypt,sci.crypt
talk.politics.guns,sci.crypt
talk.politics.mideast,sci.crypt
sci.crypt,sci.crypt
comp.os.ms-windows.misc,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
talk.politics.misc,sci.crypt
sci.crypt,sci.crypt
comp.windows.x,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
talk.politics.guns,sci.crypt
talk.politics.misc,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
talk.politics.misc,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
talk.politics.misc,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
talk.politics.guns,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
comp.os.ms-windows.misc,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
talk.politics.misc,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
comp.os.ms-windows.misc,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
comp.os.ms-windows.misc,sci.crypt
talk.politics.misc,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
comp.os.ms-windows.misc,sci.crypt
sci.crypt,sci.crypt
talk.politics.guns,sci.crypt
sci.crypt,sci.crypt
talk.politics.misc,sci.crypt
sci.crypt,sci.crypt
talk.politics.misc,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
comp.os.ms-windows.misc,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
talk.politics.mideast,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.crypt,sci.crypt
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
talk.religion.misc,sci.electronics
sci.electronics,sci.electronics
sci.space,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
comp.os.ms-windows.misc,sci.electronics
rec.autos,sci.electronics
rec.sport.hockey,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.med,sci.electronics
comp.os.ms-windows.misc,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
talk.politics.guns,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.med,sci.electronics
misc.forsale,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.crypt,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
comp.os.ms-windows.misc,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
talk.politics.guns,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
talk.politics.misc,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
talk.politics.mideast,sci.electronics
sci.electronics,sci.electronics
talk.politics.misc,sci.electronics
comp.os.ms-windows.misc,sci.electronics
comp.graphics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
comp.graphics,sci.electronics
talk.politics.mideast,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
alt.atheism,sci.electronics
sci.electronics,sci.electronics
sci.electronics,sci.electronics
talk.politics.guns,sci.electronics
talk.politics.misc,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
soc.religion.christian,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
talk.politics.mideast,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
comp.os.ms-windows.misc,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
comp.os.ms-windows.misc,sci.med
sci.med,sci.med
talk.religion.misc,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
sci.med,sci.med
